voltage_mean,voltage_std,current_mean,current_std,power_mean,power_std,lux_mean,temperature_mean,humidity_mean,power_rate_of_change,voltage_rate_of_change,efficiency_ratio,fault_class,efficiency_score,maintenance_days
24.0,0.0,0.0,0.0,0.0,0.0,0.0,23.08,65.0,0.0,0.0,0.0,2,0.0,90
24.0,0.0,0.0,0.0,0.0,0.0,0.0,22.86,65.0,0.0,0.0,0.0,2,0.0,90
24.0,0.0,0.0,0.0,0.0,0.0,0.0,22.005,65.0,0.0,0.0,0.0,2,0.0,90
24.0,0.0,0.0,0.0,0.0,0.0,0.0,22.465,65.0,0.0,0.0,0.0,2,0.0,90
24.0,0.0,0.27458333333333335,0.3883194740016124,6.59,9.319667376038696,10.08,24.805,65.0,0.8786666666666666,0.0,594.7653429602888,0,13.18,90
24.0,0.0,1.1045833333333335,0.7854777827680567,26.51,18.85146678643336,23.778,26.15,65.0,1.7773333333333337,0.0,1069.9007183792075,0,39.84,90
24.0,0.0,1.4908333333333332,0.2392377943014487,35.78,5.741707063234768,31.908,25.415,65.0,-0.5413333333333337,0.0,1087.273611279932,0,31.72,90
24.0,0.0,1.0072916666666667,0.44459338867104176,24.174999999999997,10.670241328105002,29.646,25.045,65.0,-1.006,0.0,788.8468315603992,0,16.63,90
24.0,0.0,1.0104166666666665,0.4490128060534578,24.25,10.776307345282985,31.014,26.115000000000002,65.0,1.0160000000000002,0.0,757.4811020178672,0,31.869999999999997,90
24.0,0.0,1.7283333333333333,0.5662746806002269,41.480000000000004,13.590592334405445,51.989999999999995,29.189999999999998,65.0,1.2813333333333334,0.0,782.7892055104738,0,51.09,90
24.0,0.0,1.9516666666666667,0.25043365167023557,46.84,6.010407640085654,59.244,31.47,65.0,-0.5666666666666667,0.0,777.5048137573867,0,42.59,90
24.0,0.0,1.825,0.07129993376964339,43.8,1.7111984104714437,55.11600000000001,30.854999999999997,65.0,0.16133333333333297,0.0,780.5260531755648,0,45.01,90
24.0,0.0,2.3775,0.7100530594414914,57.06,17.041273426595794,65.65200000000002,33.0,65.0,1.6066666666666667,0.0,856.0883394346754,0,69.11,90
24.0,0.0,2.8406249999999997,0.055095403367451966,68.17500000000001,1.3222896808188471,78.126,35.295,65.0,-0.12466666666666697,0.0,861.6004853019236,0,67.24,90
24.0,0.0,2.689583333333333,0.15850977011598408,64.55,3.8042344827836225,81.61800000000001,35.105000000000004,65.0,-0.35866666666666636,0.0,781.3067370306711,0,61.86000000000001,90
24.0,0.0,3.011875,0.6142990161558127,72.285,14.743176387739512,86.856,35.96,65.0,1.3899999999999997,0.0,822.7668002185395,0,82.71,90
24.0,0.0,3.255,0.270468343803854,78.12,6.491240251292506,93.462,36.599999999999994,65.0,-0.6119999999999995,0.0,826.9992166162054,0,73.53,90
24.0,0.0,3.1604166666666664,0.1367073110293992,75.85,3.2809754647055858,95.50800000000001,36.775,65.0,0.30933333333333335,0.0,785.9452066149955,0,78.17,90
24.0,0.0,3.6825,0.6016300196595544,88.38,14.439120471829307,106.464,38.129999999999995,65.0,1.3613333333333335,0.0,822.4149482617433,0,98.59,90
24.0,0.0,4.137291666666666,0.04154252339470957,99.295,0.9970205614730296,116.97,39.519999999999996,65.0,0.09399999999999978,0.0,841.6970416207511,0,100.0,90
24.0,0.0,4.035416666666666,0.18561553006146855,96.85,4.454772721475242,112.15800000000002,38.05,65.0,-0.4199999999999998,0.0,855.8829247600697,0,93.7,90
24.0,0.0,3.5202083333333336,0.5429990823861699,84.485,13.031977977268076,106.428,37.325,65.0,-1.228666666666667,0.0,786.4337044345981,0,75.27,90
24.0,0.0,3.5620833333333333,0.6022192753105429,85.49,14.45326260745303,109.03800000000001,38.585,65.0,1.3626666666666665,0.0,776.9134299060323,0,95.71,90
24.0,0.0,4.0249999999999995,0.05244375293800215,96.6,1.2586500705120554,116.22000000000001,39.290000000000006,65.0,0.11866666666666674,0.0,824.0914519706533,0,97.49,90
24.0,0.0,4.114375,0.07395158419909366,98.745,1.7748380207782328,119.46000000000001,40.205,65.0,0.16733333333333367,0.0,819.7326913498256,0,100.0,90
24.0,0.0,4.166666666666667,0.0,100.0,0.0,119.46000000000001,41.465,65.0,0.0,0.0,830.1510874979246,0,100.0,90
24.0,0.0,4.061666666666667,0.14849242404917512,97.47999999999999,3.563818177180199,120.0,41.965,65.0,-0.3360000000000004,0.0,805.6198347107437,0,94.96,90
24.0,0.0,3.9860416666666674,0.04154252339470972,95.66499999999999,0.9970205614730447,119.52600000000001,40.54,65.0,0.09400000000000072,0.0,793.7291538755122,0,96.37,90
24.0,0.0,4.091041666666667,0.10694990065446508,98.185,2.5667976157071646,117.708,39.715,65.0,0.2419999999999997,0.0,827.1135896485495,0,100.0,90
24.0,0.0,4.156250000000001,0.01473139127472016,99.75,0.3535533905932738,118.18200000000002,39.435,65.0,-0.03333333333333333,0.0,836.9552449195346,0,99.5,90
24.0,0.0,4.156250000000001,0.01473139127472016,99.75,0.3535533905932738,119.46600000000001,38.955,65.0,0.03333333333333333,0.0,828.0344661564259,0,100.0,90
24.0,0.0,3.8829166666666675,0.40128309832336584,93.19,9.630794359760781,113.12400000000001,39.42,65.0,-0.9080000000000003,0.0,816.5679436402509,0,86.38,90
24.0,0.0,3.7870833333333342,0.2657542985959442,90.89,6.378103166302666,112.09200000000001,39.730000000000004,65.0,0.601333333333334,0.0,803.6819580518516,0,95.4,90
24.0,0.0,3.5910416666666674,0.5429990823861696,86.185,13.031977977268076,101.82,37.465,65.0,-1.228666666666667,0.0,838.2124100369579,0,76.97,90
24.0,0.0,3.6868750000000015,0.6785278821135915,88.485,16.28466917072619,102.29400000000001,38.155,65.0,1.5353333333333334,0.0,856.6325246384107,0,100.0,90
24.0,0.0,3.637083333333335,0.7489439324067518,87.28999999999999,17.974654377762032,107.61000000000001,38.705,65.0,-1.6946666666666668,0.0,803.7013166375102,0,74.58,90
24.0,0.0,2.9989583333333347,0.1535010970825795,71.975,3.684026329981903,93.99600000000001,36.25,65.0,-0.34733333333333294,0.0,757.6634805676027,0,69.37,90
24.0,0.0,2.9058333333333346,0.021802459086585013,69.74000000000001,0.5232590180780365,88.14600000000002,35.035,65.0,0.04933333333333299,0.0,782.312162071209,0,70.11,90
24.0,0.0,2.647291666666668,0.3874355905251291,63.535,9.298454172603096,83.52600000000001,34.66,65.0,-0.8766666666666666,0.0,751.6622104441235,0,56.96,90
24.0,0.0,2.5675000000000017,0.274593133360776,61.62,6.59023520065862,80.19,34.205,65.0,0.6213333333333334,0.0,758.9604631112206,0,66.28,90
24.0,0.0,2.5043750000000014,0.3638653644855776,60.105000000000004,8.732768747653866,72.24600000000001,33.45,65.0,-0.8233333333333335,0.0,820.5908855091063,0,53.93,90
24.0,0.0,2.0356250000000014,0.29904724287681067,48.855000000000004,7.177133829043458,60.60600000000001,32.305,65.0,-0.6766666666666665,0.0,793.0234068110249,0,43.78,90
24.0,0.0,2.221041666666668,0.5612660075668221,53.305,13.470384181603729,63.87600000000001,31.945,65.0,1.2699999999999998,0.0,821.6443677168751,0,62.83,90
24.0,0.0,2.4843750000000013,0.18885643614190675,59.625,4.532554467405767,66.70800000000001,32.585,65.0,-0.4273333333333331,0.0,880.6197199740058,0,56.42,90
24.0,0.0,2.3587500000000015,0.011195857368786867,56.61,0.26870057685088483,59.37600000000002,31.47,65.0,0.02533333333333303,0.0,937.6242215449845,0,56.8,90
24.0,0.0,1.7518750000000014,0.8694467130339593,42.045,20.866721112815018,47.73000000000001,28.125,65.0,-1.9673333333333332,0.0,862.8155140570489,0,27.29,90
24.0,0.0,1.0431250000000012,0.13287714929797187,25.035,3.1890515831513278,32.40000000000001,25.994999999999997,65.0,-0.3006666666666665,0.0,749.5508982035925,0,22.78,90
24.0,0.0,0.822291666666668,0.1794283457260864,19.735,4.306280297426073,26.400000000000013,25.814999999999998,65.0,-0.40599999999999997,0.0,720.2554744525544,0,16.69,90
24.0,0.0,0.5314583333333347,0.23187209866408875,12.755,5.56493036793813,21.186000000000014,24.605,65.0,-0.5246666666666667,0.0,574.9121067339761,0,8.82,90
24.0,0.0,0.18375000000000133,0.2598617420860562,4.41,6.236681810065349,8.124000000000013,24.055,65.0,-0.588,0.0,483.34064007014393,0,0.0,90
24.0,0.0,0.0,0.0,0.0,0.0,0.0,23.659999999999997,65.0,0.0,0.0,0.0,2,0.0,90
24.0,0.0,0.0,0.0,0.0,0.0,0.0,23.165,65.0,0.0,0.0,0.0,2,0.0,90
24.0,0.0,0.0,0.0,0.0,0.0,0.0,22.18,65.0,0.0,0.0,0.0,2,0.0,90
24.0,0.0,0.0,0.0,0.0,0.0,0.0,21.09,65.0,0.0,0.0,0.0,2,0.0,90
24.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4,65.0,0.0,0.0,0.0,2,0.0,90
24.0,0.0,0.0,0.0,0.0,0.0,0.0,21.060000000000002,65.0,0.0,0.0,0.0,2,0.0,90
24.0,0.0,0.0,0.0,0.0,0.0,0.0,20.795,65.0,0.0,0.0,0.0,2,0.0,90
24.0,0.0,0.0,0.0,0.0,0.0,0.0,21.45,65.0,0.0,0.0,0.0,2,0.0,90
24.0,0.0,0.0,0.0,0.0,0.0,0.0,22.28,65.0,0.0,0.0,0.0,2,0.0,90
24.0,0.0,0.0,0.0,0.0,0.0,0.0,22.33,65.0,0.0,0.0,0.0,2,0.0,90
24.0,0.0,0.0,0.0,0.0,0.0,0.0,21.685000000000002,65.0,0.0,0.0,0.0,2,0.0,90
24.0,0.0,0.0,0.0,0.0,0.0,0.0,22.75,65.0,0.0,0.0,0.0,2,0.0,90
24.0,0.0,0.0,0.0,0.0,0.0,0.0,22.46,65.0,0.0,0.0,0.0,2,0.0,90
24.0,0.0,0.0,0.0,0.0,0.0,0.0,22.115,65.0,0.0,0.0,0.0,2,0.0,90
24.0,0.0,0.0,0.0,0.0,0.0,0.0,21.729999999999997,65.0,0.0,0.0,0.0,2,0.0,90
24.0,0.0,0.0,0.0,0.0,0.0,0.0,20.845,65.0,0.0,0.0,0.0,2,0.0,90
24.0,0.0,0.0,0.0,0.0,0.0,0.0,22.479999999999997,65.0,0.0,0.0,0.0,2,0.0,90
24.0,0.0,0.0,0.0,0.0,0.0,0.0,23.49,65.0,0.0,0.0,0.0,2,0.0,90
24.0,0.0,0.0,0.0,0.0,0.0,0.0,22.055,65.0,0.0,0.0,0.0,2,0.0,90
24.0,0.0,0.0,0.0,0.0,0.0,0.0,21.235,65.0,0.0,0.0,0.0,2,0.0,90
24.0,0.0,0.0,0.0,0.0,0.0,0.0,22.245,65.0,0.0,0.0,0.0,2,0.0,90
24.0,0.0,0.0,0.0,0.0,0.0,0.0,22.58,65.0,0.0,0.0,0.0,2,0.0,90
24.0,0.0,0.0,0.0,0.0,0.0,0.0,21.865000000000002,65.0,0.0,0.0,0.0,2,0.0,90
24.0,0.0,0.0,0.0,0.0,0.0,0.0,21.28,65.0,0.0,0.0,0.0,2,0.0,90
24.0,0.0,0.0,0.0,0.0,0.0,0.0,21.765,65.0,0.0,0.0,0.0,2,0.0,90
24.0,0.0,0.0,0.0,0.0,0.0,0.0,22.310000000000002,65.0,0.0,0.0,0.0,2,0.0,90
24.0,0.0,0.0,0.0,0.0,0.0,0.0,21.880000000000003,65.0,0.0,0.0,0.0,2,0.0,90
24.0,0.0,0.0,0.0,0.0,0.0,0.0,22.54,65.0,0.0,0.0,0.0,2,0.0,90
24.0,0.0,0.0,0.0,0.0,0.0,0.0,22.94,65.0,0.0,0.0,0.0,2,0.0,90
24.0,0.0,0.0,0.0,0.0,0.0,0.0,22.66,65.0,0.0,0.0,0.0,2,0.0,90
24.0,0.0,0.0,0.0,0.0,0.0,0.0,21.795,65.0,0.0,0.0,0.0,2,0.0,90
24.0,0.0,0.0,0.0,0.0,0.0,0.0,21.985,65.0,0.0,0.0,0.0,2,0.0,90
24.0,0.0,0.0,0.0,0.0,0.0,0.0,23.335,65.0,0.0,0.0,0.0,2,0.0,90
24.0,0.0,0.0,0.0,0.0,0.0,0.0,22.89,65.0,0.0,0.0,0.0,2,0.0,90
24.0,0.0,0.0,0.0,0.0,0.0,0.0,22.79,65.0,0.0,0.0,0.0,2,0.0,90
24.0,0.0,0.0,0.0,0.0,0.0,0.0,22.905,65.0,0.0,0.0,0.0,2,0.0,90
24.0,0.0,0.0,0.0,0.0,0.0,0.0,22.25,65.0,0.0,0.0,0.0,2,0.0,90
24.0,0.0,0.0,0.0,0.0,0.0,0.0,21.63,65.0,0.0,0.0,0.0,2,0.0,90
24.0,0.0,0.0,0.0,0.0,0.0,0.0,21.675,65.0,0.0,0.0,0.0,2,0.0,90
24.0,0.0,0.0,0.0,0.0,0.0,0.0,22.985,65.0,0.0,0.0,0.0,2,0.0,90
24.0,0.0,0.0,0.0,0.0,0.0,0.0,22.655,65.0,0.0,0.0,0.0,2,0.0,90
24.0,0.0,0.0,0.0,0.0,0.0,0.0,21.665,65.0,0.0,0.0,0.0,2,0.0,90
24.0,0.0,0.0,0.0,0.0,0.0,0.0,21.48,65.0,0.0,0.0,0.0,2,0.0,90
24.0,0.0,0.0,0.0,0.0,0.0,0.0,21.695,65.0,0.0,0.0,0.0,2,0.0,90
24.0,0.0,0.0,0.0,0.0,0.0,0.0,22.08,65.0,0.0,0.0,0.0,2,0.0,90
24.0,0.0,0.0,0.0,0.0,0.0,0.0,21.77,65.0,0.0,0.0,0.0,2,0.0,90
24.0,0.0,0.0,0.0,0.0,0.0,0.0,20.939999999999998,65.0,0.0,0.0,0.0,2,0.0,90
24.0,0.0,0.0,0.0,0.0,0.0,0.0,21.465,65.0,0.0,0.0,0.0,2,0.0,90
24.0,0.0,0.0,0.0,0.0,0.0,0.0,22.97,65.0,0.0,0.0,0.0,2,0.0,90
24.0,0.0,0.257291666666668,0.36386536448557755,6.175,8.73276874765386,4.698000000000014,23.880000000000003,65.0,0.8233333333333334,0.0,1083.713583713581,0,12.35,90
24.0,0.0,0.7327083333333346,0.3084753332926314,17.585,7.403407999023153,15.414000000000016,24.425,65.0,0.6980000000000001,0.0,1071.3415377117085,0,22.82,90
24.0,0.0,0.7512500000000013,0.28225345682363023,18.03,6.7740829637671265,20.670000000000016,24.405,65.0,-0.6386666666666667,0.0,832.0258421781259,0,13.239999999999998,90
24.0,0.0,0.8729166666666679,0.4543161069123568,20.95,10.903586565896564,26.640000000000015,26.54,65.0,1.028,0.0,757.9594790159185,0,28.660000000000004,90
24.0,0.0,1.1587500000000013,0.0500867303340471,27.81,1.2020815280171315,38.16600000000001,28.16,65.0,-0.11333333333333329,0.0,710.0546392279015,0,26.96,90
24.0,0.0,1.3964583333333347,0.38625707922315167,33.515,9.270169901355638,43.24200000000002,28.195,65.0,0.874,0.0,757.5380859816461,0,40.07,90
24.0,0.0,1.5614583333333347,0.15291184143159095,37.475,3.66988419435818,44.98200000000001,28.285,65.0,-0.34599999999999986,0.0,814.992823278674,0,34.88,90
24.0,0.0,1.7322916666666681,0.3945066583369945,41.575,9.468159800087872,51.936000000000014,29.975,65.0,0.8926666666666667,0.0,785.3823484962973,0,48.27,90
24.0,0.0,2.0954166666666683,0.11902964149973543,50.290000000000006,2.8567113959936488,60.372000000000014,31.14,65.0,0.26933333333333326,0.0,819.4290555953854,0,52.31,90
24.0,0.0,2.419791666666668,0.3397058827950372,58.075,8.152941187080893,73.60800000000002,32.94,65.0,0.7686666666666667,0.0,778.4017799699762,0,63.84000000000001,90
24.0,0.0,2.5225000000000017,0.19445436482630035,60.540000000000006,4.666904755831217,78.29400000000001,33.605000000000004,65.0,-0.4400000000000001,0.0,763.4877796554593,0,57.24,90
24.0,0.0,2.6735416666666683,0.40805953830973685,64.165,9.793428919433682,80.04,34.33,65.0,0.9233333333333335,0.0,791.7694965449161,0,71.09,90
24.0,0.0,3.0664583333333346,0.14760854057269132,73.595,3.542604973744597,91.68,37.08,65.0,0.3339999999999994,0.0,794.0763918860595,0,76.1,90
24.0,0.0,3.239791666666668,0.09752181023864501,77.755,2.3405234457274737,98.63400000000001,36.15,65.0,0.22066666666666682,0.0,780.4062870104581,0,79.41,90
24.0,0.0,3.4456250000000015,0.19357048134981766,82.695,4.645691552395627,104.49600000000001,36.480000000000004,65.0,0.4380000000000005,0.0,783.8685826950784,0,85.98,90
24.0,0.0,3.524791666666668,0.0816119076619474,84.595,1.958685783886744,104.16600000000003,39.085,65.0,-0.18466666666666734,0.0,804.3949565448908,0,83.21,90
24.0,0.0,3.3933333333333344,0.10429825022501558,81.44,2.5031580054003726,96.186,38.585,65.0,-0.23599999999999946,0.0,837.9807791245652,0,79.67,90
24.0,0.0,3.7143750000000013,0.558319729311878,89.14500000000001,13.399673503485072,105.26400000000001,38.22,65.0,1.2633333333333334,0.0,838.9012271324249,0,98.62,90
24.0,0.0,4.137916666666667,0.04065863991822624,99.31,0.9758073580374323,117.21600000000001,39.19,65.0,0.0919999999999997,0.0,840.072409826081,0,100.0,90
24.0,0.0,4.166666666666667,0.0,100.0,0.0,116.96400000000003,39.71,65.0,0.0,0.0,847.7162524159911,0,100.0,90
24.0,0.0,4.145625000000001,0.029757410374934446,99.495,0.7141778489984216,119.14800000000002,40.11,65.0,-0.06733333333333368,0.0,828.1036721376968,0,98.99,90
24.0,0.0,4.060625000000001,0.09045074242677906,97.455,2.1708178182426963,120.0,40.56,65.0,-0.20466666666666622,0.0,805.4132231404959,0,95.92,90
24.0,0.0,4.081666666666667,0.12020815280171318,97.96000000000001,2.8849956672411077,120.0,40.635000000000005,65.0,0.2719999999999999,0.0,809.5867768595042,0,100.0,90
24.0,0.0,4.116458333333334,0.07100530594414957,98.795,1.704127342659577,120.0,40.30500000000001,65.0,-0.16066666666666643,0.0,816.4876033057851,0,97.59,89
24.0,0.0,3.9710416666666672,0.13464491625093858,95.305,3.2314779900225323,114.60600000000002,40.405,65.0,-0.30466666666666714,0.0,824.3949275989135,0,93.02,89
24.0,0.0,4.010208333333334,0.190034947443885,96.245,4.560838738653229,114.60600000000002,40.675,65.0,0.4300000000000002,0.0,832.5259934605468,0,99.47,89
24.0,0.0,4.155625000000001,0.015615274751202854,99.735,0.37476659402887097,120.0,41.0,65.0,0.03533333333333341,0.0,824.2561983471074,0,100.0,89
24.0,0.0,4.166666666666667,0.0,100.0,0.0,116.53800000000001,40.095,65.0,0.0,0.0,850.7886811073864,0,100.0,89
24.0,0.0,4.055208333333335,0.15762588663950153,97.325,3.7830212793480253,114.08400000000002,38.760000000000005,65.0,-0.3566666666666663,0.0,845.6866288971532,0,94.65,89
24.0,0.0,3.890625000000001,0.0751300955010708,93.375,1.8031222920257042,110.24400000000001,37.445,65.0,-0.17000000000000076,0.0,839.3711121498687,0,92.1,89
24.0,0.0,3.6106250000000006,0.3208497019633962,86.655,7.700392847121508,102.96600000000001,37.405,65.0,-0.7260000000000001,0.0,833.493642152242,0,81.21,89
24.0,0.0,3.498958333333334,0.16292918749840035,83.975,3.910300499961609,98.96400000000001,36.72,65.0,0.36866666666666675,0.0,840.0524188707933,0,86.74,89
24.0,0.0,3.428750000000001,0.26221876469001093,82.28999999999999,6.293250352560262,96.60000000000001,35.825,65.0,-0.5933333333333327,0.0,843.1352459016392,0,77.84,89
24.0,0.0,3.110625000000001,0.18767792483992962,74.655,4.504270196158311,92.77800000000002,35.629999999999995,65.0,-0.42466666666666697,0.0,796.0822367719506,0,71.47,89
24.0,0.0,2.979166666666668,0.0017677669529661741,71.5,0.04242640687119446,86.86800000000002,34.345,65.0,0.004000000000000152,0.0,813.7205808713067,0,71.53,89
24.0,0.0,2.701250000000001,0.3948012861624888,64.83,9.475230867899732,83.35800000000002,34.425,65.0,-0.8933333333333332,0.0,768.5103961687093,0,58.13,89
24.0,0.0,2.7866666666666675,0.5155986946151905,66.88,12.374368670764579,88.54800000000002,35.215,65.0,1.1666666666666663,0.0,746.8620181355249,0,75.63,89
24.0,0.0,2.7310416666666675,0.594264324022194,65.545,14.262343776532662,85.84800000000001,35.144999999999996,65.0,-1.3446666666666662,0.0,754.7093773028739,0,55.46,89
24.0,0.0,2.571250000000001,0.3682847818679933,61.709999999999994,8.83883476483184,75.57600000000002,35.325,65.0,0.8333333333333328,0.0,805.8660676974506,0,67.96,89
24.0,0.0,2.399583333333334,0.6110581100753746,57.58999999999999,14.665394641808993,64.51800000000001,34.215,65.0,-1.3826666666666663,0.0,878.9950853200643,0,47.22,89
24.0,0.0,1.919375000000001,0.0680590276892054,46.065,1.6334166645409265,56.71200000000002,32.65,65.0,-0.15400000000000016,0.0,798.1875519822564,0,44.91,89
24.0,0.0,1.535625000000001,0.47464542687147004,36.855,11.391490244915277,53.658000000000015,31.555,65.0,-1.0739999999999996,0.0,674.2837279080827,0,28.800000000000004,89
24.0,0.0,1.2072916666666675,0.01031197389230386,28.975,0.24748737341528887,41.56800000000001,28.86,65.0,0.023333333333333192,0.0,680.6756248825407,0,29.15,89
24.0,0.0,1.4152083333333343,0.2837265959511023,33.965,6.809438302826452,36.99000000000001,27.965,65.0,0.6420000000000001,0.0,894.0510660700182,0,38.78,89
24.0,0.0,1.1864583333333343,0.6072279483439477,28.475000000000005,14.573470760254743,26.88000000000001,27.68,65.0,-1.3739999999999999,0.0,1021.341463414634,0,18.17,89
24.0,0.0,0.5389583333333343,0.30847533329263144,12.935000000000004,7.403407999023154,15.108000000000015,25.439999999999998,65.0,-0.6980000000000002,0.0,803.017134343183,0,7.7,89
24.0,0.0,0.35229166666666756,0.044488801649653645,8.455000000000004,1.0677312395916876,12.834000000000017,24.314999999999998,65.0,0.10066666666666671,0.0,611.1753650426481,0,9.21,89
24.0,0.0,0.1918750000000009,0.27135222728033764,4.605000000000004,6.512453454728103,4.632000000000015,23.535,65.0,-0.6140000000000001,0.0,817.6491477272713,0,0.0,89
24.0,0.0,0.0,0.0,0.0,0.0,0.0,22.735,65.0,0.0,0.0,0.0,2,0.0,89
24.0,0.0,0.0,0.0,0.0,0.0,0.0,22.064999999999998,65.0,0.0,0.0,0.0,2,0.0,89
24.0,0.0,0.0,0.0,0.0,0.0,0.0,21.775,65.0,0.0,0.0,0.0,2,0.0,89
24.0,0.0,0.0,0.0,0.0,0.0,0.0,21.46,65.0,0.0,0.0,0.0,2,0.0,89
24.0,0.0,0.0,0.0,0.0,0.0,0.0,21.875,65.0,0.0,0.0,0.0,2,0.0,89
24.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22,65.0,0.0,0.0,0.0,2,0.0,89
24.0,0.0,0.0,0.0,0.0,0.0,0.0,20.825,65.0,0.0,0.0,0.0,2,0.0,89
24.0,0.0,0.0,0.0,0.0,0.0,0.0,20.93,65.0,0.0,0.0,0.0,2,0.0,89
24.0,0.0,0.0,0.0,0.0,0.0,0.0,21.91,65.0,0.0,0.0,0.0,2,0.0,89
24.0,0.0,0.0,0.0,0.0,0.0,0.0,21.665,65.0,0.0,0.0,0.0,2,0.0,89
24.0,0.0,0.0,0.0,0.0,0.0,0.0,21.29,65.0,0.0,0.0,0.0,2,0.0,89
24.0,0.0,0.0,0.0,0.0,0.0,0.0,21.994999999999997,65.0,0.0,0.0,0.0,2,0.0,89
24.0,0.0,0.0,0.0,0.0,0.0,0.0,22.435,65.0,0.0,0.0,0.0,2,0.0,89
24.0,0.0,0.0,0.0,0.0,0.0,0.0,23.025,65.0,0.0,0.0,0.0,2,0.0,89
24.0,0.0,0.0,0.0,0.0,0.0,0.0,22.090000000000003,65.0,0.0,0.0,0.0,2,0.0,89
24.0,0.0,0.0,0.0,0.0,0.0,0.0,21.240000000000002,65.0,0.0,0.0,0.0,2,0.0,89
24.0,0.0,0.0,0.0,0.0,0.0,0.0,22.369999999999997,65.0,0.0,0.0,0.0,2,0.0,89
24.0,0.0,0.0,0.0,0.0,0.0,0.0,22.53,65.0,0.0,0.0,0.0,2,0.0,89
24.0,0.0,0.0,0.0,0.0,0.0,0.0,22.369999999999997,65.0,0.0,0.0,0.0,2,0.0,89
24.0,0.0,0.0,0.0,0.0,0.0,0.0,21.28,65.0,0.0,0.0,0.0,2,0.0,89
24.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4,65.0,0.0,0.0,0.0,2,0.0,89
24.0,0.0,0.0,0.0,0.0,0.0,0.0,21.695,65.0,0.0,0.0,0.0,2,0.0,89
24.0,0.0,0.0,0.0,0.0,0.0,0.0,22.045,65.0,0.0,0.0,0.0,2,0.0,89
24.0,0.0,0.0,0.0,0.0,0.0,0.0,23.57,65.0,0.0,0.0,0.0,2,0.0,89
24.0,0.0,0.0,0.0,0.0,0.0,0.0,23.494999999999997,65.0,0.0,0.0,0.0,2,0.0,89
24.0,0.0,0.0,0.0,0.0,0.0,0.0,23.195,65.0,0.0,0.0,0.0,2,0.0,89
24.0,0.0,0.0,0.0,0.0,0.0,0.0,22.705,65.0,0.0,0.0,0.0,2,0.0,89
24.0,0.0,0.0,0.0,0.0,0.0,0.0,22.29,65.0,0.0,0.0,0.0,2,0.0,89
24.0,0.0,0.0,0.0,0.0,0.0,0.0,21.285,65.0,0.0,0.0,0.0,2,0.0,89
24.0,0.0,0.0,0.0,0.0,0.0,0.0,20.275,65.0,0.0,0.0,0.0,2,0.0,89
