timestamp,voltage,current,power,lux,temperature,humidity,source_file,source_row,quality_flag
2026-04-25T18:34:00Z,8.832000,0.240000,2.119680,33072.500000,35.210000,52.290000,Week3/Day 20!.csv,17,OK
2026-04-25T18:44:00Z,10.288000,0.600000,6.172800,54612.500000,38.680000,44.830000,Week3/Day 20!.csv,18,OK
2026-04-25T18:54:00Z,10.212000,0.570000,5.820840,54612.500000,37.460000,48.740000,Week3/Day 20!.csv,19,OK
2026-04-25T19:04:00Z,10.324000,0.600000,6.194400,54612.500000,39.400000,42.980000,Week3/Day 20!.csv,20,OK
2026-04-25T19:14:00Z,10.380000,0.630000,6.539400,54612.500000,40.560000,40.690000,Week3/Day 20!.csv,21,OK
2026-04-25T19:24:00Z,10.532000,0.670000,7.056440,54612.500000,40.370000,43.180000,Week3/Day 20!.csv,22,OK
2026-04-25T19:34:00Z,10.432000,0.650000,6.780800,54612.500000,41.030000,42.080000,Week3/Day 20!.csv,23,OK
2026-04-25T19:44:00Z,10.520000,0.660000,6.943200,54612.500000,41.490000,38.410000,Week3/Day 20!.csv,24,OK
2026-04-25T19:54:00Z,10.452000,0.660000,6.898320,54612.500000,42.110000,36.760000,Week3/Day 20!.csv,25,OK
2026-04-25T20:04:00Z,10.500000,0.670000,7.035000,54612.500000,42.400000,36.660000,Week3/Day 20!.csv,26,OK
2026-04-25T20:14:00Z,10.516000,0.660000,6.940560,54612.500000,42.900000,34.110000,Week3/Day 20!.csv,27,OK
2026-04-25T20:24:00Z,10.540000,0.680000,7.167200,54612.500000,43.810000,34.190000,Week3/Day 20!.csv,28,OK
2026-04-25T20:34:00Z,10.476000,0.660000,6.914160,54612.500000,44.290000,33.080000,Week3/Day 20!.csv,29,OK
2026-04-25T20:44:00Z,9.900000,0.510000,5.049000,54612.500000,45.290000,32.690000,Week3/Day 20!.csv,30,OK
2026-04-25T20:54:00Z,9.880000,0.500000,4.940000,54612.500000,47.070000,31.720000,Week3/Day 20!.csv,31,OK
2026-04-25T21:04:00Z,9.848000,0.490000,4.825520,54612.500000,47.000000,30.010000,Week3/Day 20!.csv,32,OK
2026-04-25T21:14:00Z,9.748000,0.470000,4.581560,54612.500000,47.030000,29.880000,Week3/Day 20!.csv,33,OK
2026-04-25T21:24:00Z,9.680000,0.450000,4.356000,54612.500000,47.090000,31.300000,Week3/Day 20!.csv,34,OK
2026-04-25T21:34:00Z,9.584000,0.430000,4.121120,54612.500000,47.640000,29.340000,Week3/Day 20!.csv,35,OK
2026-04-25T21:44:00Z,9.516000,0.410000,3.901560,54612.500000,47.420000,30.640000,Week3/Day 20!.csv,36,OK
2026-04-25T21:54:00Z,9.436000,0.390000,3.680040,54612.500000,47.290000,32.330000,Week3/Day 20!.csv,37,OK
2026-04-25T22:04:00Z,9.376000,0.370000,3.469120,54612.500000,46.960000,32.260000,Week3/Day 20!.csv,38,OK
2026-04-25T22:14:00Z,9.248000,0.350000,3.236800,54612.500000,47.330000,31.870000,Week3/Day 20!.csv,39,OK
2026-04-25T22:24:00Z,9.180000,0.330000,3.029400,54612.500000,47.550000,28.640000,Week3/Day 20!.csv,40,OK
2026-04-25T22:34:00Z,9.044000,0.300000,2.713200,54612.500000,46.350000,30.850000,Week3/Day 20!.csv,41,OK
2026-04-25T22:44:00Z,8.876000,0.270000,2.396520,54612.500000,45.560000,32.770000,Week3/Day 20!.csv,42,OK
2026-04-25T22:54:00Z,8.804000,0.250000,2.201000,54612.500000,44.440000,34.720000,Week3/Day 20!.csv,43,OK
2026-04-25T23:04:00Z,8.588000,0.200000,1.717600,43655.800000,41.500000,39.770000,Week3/Day 20!.csv,44,OK
2026-04-25T23:14:00Z,7.912000,0.100000,0.791200,16106.700000,39.490000,43.790000,Week3/Day 20!.csv,45,OK
2026-04-25T23:24:00Z,7.900000,0.090000,0.711000,15471.700000,38.380000,45.780000,Week3/Day 20!.csv,46,OK
2026-04-25T23:34:00Z,7.820000,0.090000,0.703800,15600.000000,37.180000,47.840000,Week3/Day 20!.csv,47,OK
2026-04-25T23:44:00Z,7.864000,0.090000,0.707760,15334.200000,36.730000,49.560000,Week3/Day 20!.csv,48,OK
2026-04-25T23:54:00Z,7.880000,0.090000,0.709200,14955.000000,36.070000,50.310000,Week3/Day 20!.csv,49,OK
2026-04-26T00:04:00Z,7.684000,0.080000,0.614720,14132.500000,35.950000,51.300000,Week3/Day 20!.csv,50,OK
2026-04-26T00:14:00Z,7.720000,0.080000,0.617600,13652.500000,35.630000,52.630000,Week3/Day 20!.csv,51,OK
2026-04-26T00:24:00Z,7.344000,0.080000,0.587520,12366.700000,35.870000,51.250000,Week3/Day 20!.csv,52,OK
2026-04-26T00:34:00Z,6.100000,0.070000,0.427000,10772.500000,35.620000,53.490000,Week3/Day 20!.csv,53,OK
2026-04-26T00:44:00Z,4.648000,0.060000,0.278880,8199.200000,34.950000,54.740000,Week3/Day 20!.csv,54,OK
2026-04-26T00:54:00Z,4.252000,0.050000,0.212600,7262.500000,34.320000,55.870000,Week3/Day 20!.csv,55,OK
2026-04-26T01:04:00Z,3.856000,0.040000,0.154240,6188.300000,33.760000,59.020000,Week3/Day 20!.csv,56,OK
2026-04-26T01:13:00Z,3.764000,0.040000,0.150560,5609.200000,33.660000,59.090000,Week3/Day 20!.csv,57,OK
2026-04-26T01:23:00Z,3.232000,0.030000,0.096960,4214.200000,34.150000,57.900000,Week3/Day 20!.csv,58,OK
2026-04-26T01:33:00Z,3.260000,0.030000,0.097800,3933.300000,34.010000,58.050000,Week3/Day 20!.csv,59,OK
2026-04-26T01:43:00Z,3.228000,0.020000,0.064560,3594.200000,33.740000,59.910000,Week3/Day 20!.csv,60,OK
2026-04-26T01:53:00Z,3.224000,0.020000,0.064480,2721.700000,33.570000,60.010000,Week3/Day 20!.csv,61,OK
2026-04-26T02:03:00Z,3.220000,0.020000,0.064400,2215.000000,33.590000,61.010000,Week3/Day 20!.csv,62,OK
2026-04-26T02:13:00Z,3.216000,0.010000,0.032160,1584.200000,33.320000,60.720000,Week3/Day 20!.csv,63,OK
2026-04-26T02:23:00Z,3.212000,0.010000,0.032120,1236.700000,33.020000,62.110000,Week3/Day 20!.csv,64,OK
2026-04-26T02:33:00Z,3.184000,0.010000,0.031840,858.300000,33.070000,59.900000,Week3/Day 20!.csv,65,OK
2026-04-26T02:43:00Z,3.180000,0.010000,0.031800,671.700000,32.790000,61.840000,Week3/Day 20!.csv,66,OK
2026-04-26T02:53:00Z,3.064000,0.000000,0.000000,210.800000,32.700000,62.720000,Week3/Day 20!.csv,67,OK
2026-04-26T03:03:00Z,2.276000,0.000000,0.000000,17.500000,32.640000,62.130000,Week3/Day 20!.csv,68,OK
2026-04-26T03:13:00Z,2.048000,0.000000,0.000000,1.700000,32.370000,62.660000,Week3/Day 20!.csv,69,OK
2026-04-26T03:23:00Z,0.660000,0.000000,0.000000,0.000000,32.250000,62.150000,Week3/Day 20!.csv,70,OK
2026-04-26T03:33:00Z,0.284000,0.000000,0.000000,0.000000,32.260000,63.750000,Week3/Day 20!.csv,71,OK
2026-04-29T08:47:00Z,9.096000,0.330000,3.001680,2108.300000,34.380000,55.590000,Week1/Day 0.csv,2,OK
2026-04-30T07:47:00Z,3.356000,0.040000,0.134240,4825.800000,30.470000,72.310000,Week1/Day 1.csv,2,OK
2026-04-30T07:57:00Z,7.944000,0.090000,0.714960,11258.300000,30.620000,68.770000,Week1/Day 1.csv,3,OK
2026-04-30T08:07:00Z,8.204000,0.100000,0.820400,12032.500000,31.140000,68.640000,Week1/Day 1.csv,4,OK
2026-04-30T08:17:00Z,7.828000,0.080000,0.626240,9878.300000,31.700000,66.540000,Week1/Day 1.csv,5,OK
2026-04-30T08:27:00Z,6.964000,0.070000,0.487480,8147.500000,31.680000,67.630000,Week1/Day 1.csv,6,OK
2026-04-30T08:37:00Z,7.592000,0.080000,0.607360,7624.200000,31.920000,67.520000,Week1/Day 1.csv,7,OK
2026-04-30T08:47:00Z,8.104000,0.100000,0.810400,12332.500000,32.130000,66.320000,Week1/Day 1.csv,8,OK
2026-04-30T08:57:00Z,8.148000,0.110000,0.896280,15680.800000,32.970000,63.280000,Week1/Day 1.csv,9,OK
2026-04-30T09:07:00Z,8.168000,0.110000,0.898480,26505.000000,34.060000,59.890000,Week1/Day 1.csv,10,OK
2026-04-30T09:17:00Z,8.496000,0.150000,1.274400,43884.200000,35.050000,56.320000,Week1/Day 1.csv,11,OK
2026-04-30T09:27:00Z,8.416000,0.140000,1.178240,36838.300000,36.440000,52.630000,Week1/Day 1.csv,12,OK
2026-04-30T09:37:00Z,7.880000,0.090000,0.709200,10996.700000,35.740000,54.420000,Week1/Day 1.csv,13,OK
2026-04-30T09:47:00Z,7.996000,0.100000,0.799600,13535.000000,34.640000,56.660000,Week1/Day 1.csv,14,OK
2026-04-30T09:57:00Z,8.504000,0.150000,1.275600,52126.700000,35.920000,51.250000,Week1/Day 1.csv,15,OK
2026-04-30T10:07:00Z,8.276000,0.120000,0.993120,19671.700000,35.980000,49.680000,Week1/Day 1.csv,16,OK
2026-04-30T10:17:00Z,8.868000,0.270000,2.394360,37026.700000,39.640000,43.420000,Week1/Day 1.csv,17,OK
2026-04-30T10:27:00Z,9.840000,0.520000,5.116800,54612.500000,41.160000,39.720000,Week1/Day 1.csv,18,OK
2026-04-30T10:37:00Z,9.924000,0.550000,5.458200,54612.500000,45.490000,37.180000,Week1/Day 1.csv,19,OK
2026-04-30T10:47:00Z,10.016000,0.570000,5.709120,54612.500000,48.250000,26.190000,Week1/Day 1.csv,20,OK
2026-04-30T10:57:00Z,10.048000,0.590000,5.928320,54612.500000,50.000000,24.520000,Week1/Day 1.csv,21,OK
2026-04-30T11:07:00Z,10.104000,0.600000,6.062400,54612.500000,51.470000,23.210000,Week1/Day 1.csv,22,OK
2026-04-30T11:17:00Z,10.104000,0.610000,6.163440,54612.500000,51.970000,20.920000,Week1/Day 1.csv,23,OK
2026-04-30T11:27:00Z,10.168000,0.620000,6.304160,54612.500000,52.540000,22.130000,Week1/Day 1.csv,24,OK
2026-04-30T11:37:00Z,10.200000,0.630000,6.426000,54612.500000,52.410000,22.310000,Week1/Day 1.csv,25,OK
2026-04-30T11:47:00Z,10.220000,0.640000,6.540800,54612.500000,53.620000,20.840000,Week1/Day 1.csv,26,OK
2026-04-30T11:57:00Z,10.256000,0.650000,6.666400,54612.500000,53.170000,21.130000,Week1/Day 1.csv,27,OK
2026-04-30T12:07:00Z,10.232000,0.650000,6.650800,54612.500000,53.490000,20.380000,Week1/Day 1.csv,28,OK
2026-04-30T12:17:00Z,10.256000,0.660000,6.768960,54612.500000,53.290000,20.450000,Week1/Day 1.csv,29,OK
2026-04-30T12:27:00Z,10.232000,0.660000,6.753120,54612.500000,53.050000,21.780000,Week1/Day 1.csv,30,OK
2026-04-30T12:37:00Z,10.244000,0.660000,6.761040,54612.500000,53.500000,22.750000,Week1/Day 1.csv,31,OK
2026-04-30T12:47:00Z,10.252000,0.660000,6.766320,54612.500000,54.120000,22.000000,Week1/Day 1.csv,32,OK
2026-04-30T12:57:00Z,10.196000,0.650000,6.627400,54612.500000,53.620000,20.290000,Week1/Day 1.csv,33,OK
2026-04-30T13:07:00Z,10.192000,0.640000,6.522880,54612.500000,54.710000,22.740000,Week1/Day 1.csv,34,OK
2026-04-30T13:17:00Z,10.140000,0.630000,6.388200,54612.500000,54.270000,20.290000,Week1/Day 1.csv,35,OK
2026-04-30T13:26:00Z,10.060000,0.610000,6.136600,54612.500000,53.620000,21.810000,Week1/Day 1.csv,36,OK
2026-04-30T13:36:00Z,9.968000,0.590000,5.881120,54612.500000,53.420000,21.670000,Week1/Day 1.csv,37,OK
2026-04-30T13:46:00Z,9.896000,0.560000,5.541760,54612.500000,51.980000,23.220000,Week1/Day 1.csv,38,OK
2026-04-30T13:56:00Z,9.820000,0.540000,5.302800,54612.500000,53.230000,20.940000,Week1/Day 1.csv,39,OK
2026-04-30T14:06:00Z,9.720000,0.510000,4.957200,54612.500000,52.750000,21.460000,Week1/Day 1.csv,40,OK
2026-04-30T14:16:00Z,9.608000,0.480000,4.611840,54612.500000,50.750000,22.820000,Week1/Day 1.csv,41,OK
2026-04-30T14:26:00Z,9.528000,0.450000,4.287600,54612.500000,50.430000,25.510000,Week1/Day 1.csv,42,OK
2026-04-30T14:36:00Z,9.404000,0.420000,3.949680,50450.800000,50.370000,24.200000,Week1/Day 1.csv,43,OK
2026-04-30T14:46:00Z,9.300000,0.400000,3.720000,49374.200000,48.930000,24.750000,Week1/Day 1.csv,44,OK
2026-04-30T14:56:00Z,8.120000,0.130000,1.055600,18445.000000,49.060000,25.260000,Week1/Day 1.csv,45,OK
2026-04-30T15:06:00Z,8.080000,0.120000,0.969600,17284.200000,47.720000,27.950000,Week1/Day 1.csv,46,OK
2026-04-30T15:16:00Z,7.996000,0.110000,0.879560,16250.000000,44.700000,33.300000,Week1/Day 1.csv,47,OK
2026-04-30T15:26:00Z,8.008000,0.110000,0.880880,15502.500000,41.480000,38.100000,Week1/Day 1.csv,48,OK
2026-04-30T15:36:00Z,7.892000,0.100000,0.789200,14439.200000,39.600000,39.810000,Week1/Day 1.csv,49,OK
2026-04-30T15:46:00Z,7.888000,0.090000,0.709920,13705.800000,38.390000,42.190000,Week1/Day 1.csv,50,OK
2026-04-30T15:56:00Z,7.724000,0.080000,0.617920,12659.200000,36.870000,46.370000,Week1/Day 1.csv,51,OK
2026-04-30T16:06:00Z,7.504000,0.080000,0.600320,11818.300000,36.790000,46.750000,Week1/Day 1.csv,52,OK
2026-04-30T16:16:00Z,6.924000,0.070000,0.484680,10914.200000,36.790000,46.550000,Week1/Day 1.csv,53,OK
2026-04-30T16:26:00Z,6.076000,0.070000,0.425320,10011.700000,36.180000,48.780000,Week1/Day 1.csv,54,OK
2026-04-30T16:36:00Z,5.416000,0.060000,0.324960,9198.300000,36.320000,46.560000,Week1/Day 1.csv,55,OK
2026-04-30T16:46:00Z,4.772000,0.060000,0.286320,8372.500000,35.610000,49.210000,Week1/Day 1.csv,56,OK
2026-04-30T16:56:00Z,4.212000,0.050000,0.210600,7605.000000,35.170000,50.710000,Week1/Day 1.csv,57,OK
2026-04-30T17:06:00Z,3.980000,0.050000,0.199000,6765.000000,35.060000,51.080000,Week1/Day 1.csv,58,OK
2026-04-30T17:16:00Z,3.700000,0.040000,0.148000,5965.000000,34.450000,49.290000,Week1/Day 1.csv,59,OK
2026-04-30T17:26:00Z,3.560000,0.040000,0.142400,5253.300000,34.310000,52.000000,Week1/Day 1.csv,60,OK
2026-04-30T17:36:00Z,3.352000,0.030000,0.100560,4545.000000,33.900000,53.620000,Week1/Day 1.csv,61,OK
2026-04-30T17:46:00Z,3.236000,0.030000,0.097080,3822.500000,33.670000,53.840000,Week1/Day 1.csv,62,OK
2026-04-30T17:56:00Z,3.220000,0.020000,0.064400,3054.200000,33.280000,55.730000,Week1/Day 1.csv,63,OK
2026-04-30T18:06:00Z,3.220000,0.020000,0.064400,2273.300000,33.150000,56.150000,Week1/Day 1.csv,64,OK
2026-04-30T18:16:00Z,3.216000,0.010000,0.032160,1596.700000,32.750000,57.660000,Week1/Day 1.csv,65,OK
2026-04-30T18:26:00Z,3.188000,0.010000,0.031880,996.700000,32.390000,57.280000,Week1/Day 1.csv,66,OK
2026-04-30T18:36:00Z,3.020000,0.000000,0.000000,498.300000,32.240000,59.860000,Week1/Day 1.csv,67,OK
2026-04-30T18:46:00Z,2.520000,0.000000,0.000000,172.500000,32.180000,55.370000,Week1/Day 1.csv,68,OK
2026-04-30T18:56:00Z,2.244000,0.000000,0.000000,25.800000,31.880000,60.580000,Week1/Day 1.csv,69,OK
2026-04-30T19:06:00Z,1.044000,0.000000,0.000000,0.800000,31.740000,61.750000,Week1/Day 1.csv,70,OK
2026-04-30T19:16:00Z,0.356000,0.000000,0.000000,0.000000,31.790000,62.550000,Week1/Day 1.csv,71,OK
2026-04-30T19:25:00Z,0.284000,0.000000,0.000000,0.000000,31.630000,57.770000,Week1/Day 1.csv,72,OK
2026-04-30T19:35:00Z,0.276000,0.000000,0.000000,0.000000,31.600000,63.530000,Week1/Day 1.csv,73,OK
2026-04-30T19:45:00Z,0.280000,0.000000,0.000000,0.000000,31.400000,62.940000,Week1/Day 1.csv,74,OK
2026-04-30T19:55:00Z,0.284000,0.000000,0.000000,0.000000,31.420000,62.730000,Week1/Day 1.csv,75,OK
2026-04-30T20:05:00Z,0.280000,0.000000,0.000000,0.000000,31.260000,63.310000,Week1/Day 1.csv,76,OK
2026-05-01T07:46:00Z,3.300000,0.030000,0.099000,4233.300000,30.800000,69.660000,Week1/Day 2.csv,2,OK
2026-05-01T07:46:00Z,3.260000,0.020000,0.065200,3574.200000,31.100000,87.890000,Week1/Day 2.csv,3,OK
2026-05-01T07:56:00Z,4.316000,0.070000,0.302120,7844.200000,31.060000,65.720000,Week1/Day 2.csv,4,OK
2026-05-01T08:06:00Z,4.852000,0.070000,0.339640,8811.700000,31.230000,64.640000,Week1/Day 2.csv,5,OK
2026-05-01T08:16:00Z,7.836000,0.080000,0.626880,10128.300000,31.800000,62.950000,Week1/Day 2.csv,6,OK
2026-05-01T08:26:00Z,7.940000,0.090000,0.714600,11171.700000,32.560000,60.380000,Week1/Day 2.csv,7,OK
2026-05-01T08:36:00Z,7.908000,0.090000,0.711720,11443.300000,33.350000,59.480000,Week1/Day 2.csv,8,OK
2026-05-01T08:46:00Z,8.100000,0.110000,0.891000,13842.500000,34.490000,56.610000,Week1/Day 2.csv,9,OK
2026-05-01T08:56:00Z,7.476000,0.080000,0.598080,8740.800000,34.710000,54.840000,Week1/Day 2.csv,10,OK
2026-05-01T09:06:00Z,6.752000,0.070000,0.472640,8569.200000,34.060000,56.800000,Week1/Day 2.csv,11,OK
2026-05-01T09:16:00Z,8.068000,0.110000,0.887480,13702.500000,33.980000,57.580000,Week1/Day 2.csv,12,OK
2026-05-01T09:26:00Z,8.800000,0.210000,1.848000,20609.200000,33.890000,57.500000,Week1/Day 2.csv,13,OK
2026-05-01T09:36:00Z,9.128000,0.290000,2.647120,23118.300000,35.770000,52.710000,Week1/Day 2.csv,14,OK
2026-05-01T09:46:00Z,9.180000,0.310000,2.845800,26976.700000,38.360000,45.690000,Week1/Day 2.csv,15,OK
2026-05-01T09:56:00Z,8.464000,0.170000,1.438880,19963.300000,38.930000,45.730000,Week1/Day 2.csv,16,OK
2026-05-01T10:06:00Z,8.588000,0.200000,1.717600,18536.700000,39.410000,44.910000,Week1/Day 2.csv,17,OK
2026-05-01T10:16:00Z,7.956000,0.100000,0.795600,12097.500000,36.640000,48.990000,Week1/Day 2.csv,18,OK
2026-05-01T10:26:00Z,8.256000,0.140000,1.155840,17735.000000,36.070000,50.530000,Week1/Day 2.csv,19,OK
2026-05-01T10:36:00Z,9.184000,0.310000,2.847040,35070.000000,40.470000,41.190000,Week1/Day 2.csv,20,OK
2026-05-01T10:46:00Z,9.392000,0.380000,3.568960,44180.000000,43.200000,36.680000,Week1/Day 2.csv,21,OK
2026-05-01T10:56:00Z,9.912000,0.540000,5.352480,47248.300000,45.100000,34.760000,Week1/Day 2.csv,22,OK
2026-05-01T11:06:00Z,9.812000,0.510000,5.004120,45115.800000,45.650000,35.810000,Week1/Day 2.csv,23,OK
2026-05-01T11:16:00Z,9.796000,0.490000,4.800040,48831.700000,46.350000,32.310000,Week1/Day 2.csv,24,OK
2026-05-01T11:26:00Z,9.936000,0.550000,5.464800,52829.200000,47.250000,33.540000,Week1/Day 2.csv,25,OK
2026-05-01T11:36:00Z,10.048000,0.580000,5.827840,54028.300000,47.890000,29.120000,Week1/Day 2.csv,26,OK
2026-05-01T11:46:00Z,10.028000,0.560000,5.615680,54612.500000,48.340000,27.490000,Week1/Day 2.csv,27,OK
2026-05-01T11:56:00Z,10.056000,0.580000,5.832480,54612.500000,49.370000,26.840000,Week1/Day 2.csv,28,OK
2026-05-01T12:06:00Z,10.088000,0.600000,6.052800,54612.500000,50.650000,26.310000,Week1/Day 2.csv,29,OK
2026-05-01T12:16:00Z,10.172000,0.630000,6.408360,54612.500000,50.850000,22.760000,Week1/Day 2.csv,30,OK
2026-05-01T12:26:00Z,10.136000,0.620000,6.284320,54612.500000,51.050000,24.700000,Week1/Day 2.csv,31,OK
2026-05-01T12:36:00Z,10.020000,0.600000,6.012000,54612.500000,51.750000,22.010000,Week1/Day 2.csv,32,OK
2026-05-01T12:46:00Z,10.144000,0.630000,6.390720,54612.500000,52.190000,23.250000,Week1/Day 2.csv,33,OK
2026-05-01T12:56:00Z,10.080000,0.610000,6.148800,54612.500000,51.850000,25.140000,Week1/Day 2.csv,34,OK
2026-05-01T13:06:00Z,10.084000,0.600000,6.050400,54612.500000,51.730000,23.430000,Week1/Day 2.csv,35,OK
2026-05-01T13:16:00Z,10.052000,0.600000,6.031200,54612.500000,52.320000,22.590000,Week1/Day 2.csv,36,OK
2026-05-01T13:26:00Z,10.108000,0.610000,6.165880,54612.500000,53.020000,25.560000,Week1/Day 2.csv,37,OK
2026-05-01T13:36:00Z,10.088000,0.610000,6.153680,54612.500000,52.900000,22.540000,Week1/Day 2.csv,38,OK
2026-05-01T13:46:00Z,10.032000,0.590000,5.918880,54612.500000,52.330000,23.330000,Week1/Day 2.csv,39,OK
2026-05-01T13:56:00Z,9.984000,0.580000,5.790720,54612.500000,51.690000,23.080000,Week1/Day 2.csv,40,OK
2026-05-01T14:06:00Z,10.168000,0.590000,5.999120,54612.500000,52.740000,22.620000,Week1/Day 2.csv,41,OK
2026-05-01T14:16:00Z,9.844000,0.530000,5.217320,54612.500000,51.680000,23.180000,Week1/Day 2.csv,42,OK
2026-05-01T14:26:00Z,9.260000,0.380000,3.518800,53319.200000,49.280000,26.930000,Week1/Day 2.csv,43,OK
2026-05-01T14:36:00Z,9.760000,0.500000,4.880000,54612.500000,49.760000,25.430000,Week1/Day 2.csv,44,OK
2026-05-01T14:46:00Z,9.604000,0.460000,4.417840,54612.500000,49.440000,25.040000,Week1/Day 2.csv,45,OK
2026-05-01T14:56:00Z,9.496000,0.420000,3.988320,54612.500000,48.090000,27.390000,Week1/Day 2.csv,46,OK
2026-05-01T15:06:00Z,9.500000,0.410000,3.895000,54612.500000,46.830000,28.490000,Week1/Day 2.csv,47,OK
2026-05-01T15:15:00Z,8.344000,0.150000,1.251600,49029.200000,43.500000,34.870000,Week1/Day 2.csv,48,OK
2026-05-01T15:25:00Z,8.184000,0.130000,1.063920,21045.800000,42.620000,36.090000,Week1/Day 2.csv,49,OK
2026-05-01T15:35:00Z,8.212000,0.130000,1.067560,19913.300000,40.320000,39.780000,Week1/Day 2.csv,50,OK
2026-05-01T15:45:00Z,8.084000,0.110000,0.889240,17771.700000,39.500000,42.170000,Week1/Day 2.csv,51,OK
2026-05-01T15:55:00Z,8.004000,0.100000,0.800400,16474.200000,38.600000,44.540000,Week1/Day 2.csv,52,OK
2026-05-01T16:05:00Z,7.876000,0.090000,0.708840,14148.300000,38.220000,44.370000,Week1/Day 2.csv,53,OK
2026-05-01T16:15:00Z,7.528000,0.080000,0.602240,12479.200000,37.720000,44.770000,Week1/Day 2.csv,54,OK
2026-05-01T16:25:00Z,6.732000,0.070000,0.471240,11202.500000,36.650000,47.260000,Week1/Day 2.csv,55,OK
2026-05-01T16:35:00Z,5.796000,0.070000,0.405720,10167.500000,36.650000,46.550000,Week1/Day 2.csv,56,OK
2026-05-01T16:45:00Z,4.784000,0.060000,0.287040,8827.500000,35.850000,49.930000,Week1/Day 2.csv,57,OK
2026-05-01T16:55:00Z,4.396000,0.050000,0.219800,8031.700000,35.620000,50.780000,Week1/Day 2.csv,58,OK
2026-05-01T17:05:00Z,4.048000,0.050000,0.202400,7235.000000,35.140000,50.660000,Week1/Day 2.csv,59,OK
2026-05-01T17:15:00Z,3.848000,0.040000,0.153920,6532.500000,35.220000,51.960000,Week1/Day 2.csv,60,OK
2026-05-01T17:25:00Z,4.436000,0.050000,0.221800,6655.800000,34.940000,54.610000,Week1/Day 2.csv,61,OK
2026-05-01T17:35:00Z,3.840000,0.040000,0.153600,5137.500000,34.380000,56.920000,Week1/Day 2.csv,62,OK
2026-05-01T17:45:00Z,3.496000,0.040000,0.139840,3957.500000,34.260000,55.790000,Week1/Day 2.csv,63,OK
2026-05-01T17:55:00Z,3.296000,0.030000,0.098880,3503.300000,34.110000,57.570000,Week1/Day 2.csv,64,OK
2026-05-01T18:05:00Z,3.224000,0.020000,0.064480,2288.300000,33.520000,58.840000,Week1/Day 2.csv,65,OK
2026-05-01T18:15:00Z,3.220000,0.010000,0.032200,1585.800000,33.280000,54.860000,Week1/Day 2.csv,66,OK
2026-05-01T18:25:00Z,3.220000,0.010000,0.032200,1266.700000,32.970000,60.140000,Week1/Day 2.csv,67,OK
2026-05-01T18:35:00Z,3.168000,0.010000,0.031680,700.800000,32.440000,59.940000,Week1/Day 2.csv,68,OK
2026-05-01T18:45:00Z,3.088000,0.000000,0.000000,384.200000,32.300000,59.090000,Week1/Day 2.csv,69,OK
2026-05-02T07:22:00Z,3.284000,0.030000,0.098520,2698.300000,30.530000,69.120000,Week1/Day 3.csv,2,OK
2026-05-02T07:32:00Z,3.336000,0.040000,0.133440,3980.800000,29.320000,71.140000,Week1/Day 3.csv,3,OK
2026-05-02T07:42:00Z,5.832000,0.070000,0.408240,6195.000000,29.330000,69.880000,Week1/Day 3.csv,4,OK
2026-05-02T07:52:00Z,4.412000,0.050000,0.220600,4872.500000,29.670000,69.790000,Week1/Day 3.csv,5,OK
2026-05-02T08:02:00Z,5.256000,0.060000,0.315360,5491.700000,30.050000,68.120000,Week1/Day 3.csv,6,OK
2026-05-02T08:12:00Z,5.972000,0.070000,0.418040,6820.000000,31.190000,65.190000,Week1/Day 3.csv,7,OK
