DATE_TIME,DC_POWER,AC_POWER
2022-01-01 21:30:00,0.00,0.00
2022-01-01 21:45:00,0.00,0.00
2022-01-01 22:00:00,0.00,0.00
2022-01-01 22:15:00,0.00,0.00
2022-01-01 22:30:00,0.00,0.00
2022-01-01 22:45:00,0.00,0.00
2022-01-01 23:00:00,0.00,0.00
2022-01-01 23:15:00,0.00,0.00
2022-01-01 23:30:00,0.00,0.00
2022-01-01 23:45:00,0.00,0.00
2022-01-02 00:00:00,0.00,0.00
2022-01-02 00:15:00,0.00,0.00
2022-01-02 00:30:00,0.00,0.00
2022-01-02 00:45:00,0.00,0.00
2022-01-02 01:00:00,0.00,0.00
2022-01-02 01:15:00,0.00,0.00
2022-01-02 01:30:00,0.00,0.00
2022-01-02 01:45:00,0.00,0.00
2022-01-02 02:00:00,0.00,0.00
2022-01-02 02:15:00,0.00,0.00
2022-01-02 02:30:00,0.00,0.00
2022-01-02 02:45:00,0.00,0.00
2022-01-02 03:00:00,0.00,0.00
2022-01-02 03:15:00,0.00,0.00
2022-01-02 03:30:00,0.00,0.00
2022-01-02 03:45:00,0.00,0.00
2022-01-02 04:00:00,0.00,0.00
2022-01-02 04:15:00,0.00,0.00
2022-01-02 04:30:00,0.00,0.00
2022-01-02 04:45:00,0.00,0.00
2022-01-02 05:00:00,0.00,0.00
2022-01-02 05:15:00,0.00,0.00
2022-01-02 05:30:00,0.00,0.00
2022-01-02 05:45:00,0.00,0.00
2022-01-02 06:00:00,0.00,0.00
2022-01-02 06:15:00,12.32,12.42
2022-01-02 06:30:00,21.88,18.85
2022-01-02 06:45:00,19.20,17.82
2022-01-02 07:00:00,31.28,28.29
2022-01-02 07:15:00,20.25,17.70
2022-01-02 07:30:00,40.34,36.48
2022-01-02 07:45:00,32.56,28.28
2022-01-02 08:00:00,47.86,46.60
2022-01-02 08:15:00,65.88,60.77
2022-01-02 08:30:00,65.81,62.64
2022-01-02 08:45:00,66.17,58.28
2022-01-02 09:00:00,72.36,64.57
2022-01-02 09:15:00,78.20,71.23
2022-01-02 09:30:00,81.40,77.48
2022-01-02 09:45:00,88.95,79.82
2022-01-02 10:00:00,86.16,76.20
2022-01-02 10:15:00,90.27,86.52
2022-01-02 10:30:00,90.37,78.52
2022-01-02 10:45:00,100.00,84.99
2022-01-02 11:00:00,95.46,86.11
2022-01-02 11:15:00,100.00,81.90
2022-01-02 11:30:00,92.01,87.29
2022-01-02 11:45:00,100.00,85.03
2022-01-02 12:00:00,100.00,90.86
2022-01-02 12:15:00,90.23,79.67
2022-01-02 12:30:00,100.00,92.28
2022-01-02 12:45:00,95.73,79.57
2022-01-02 13:00:00,97.12,88.26
2022-01-02 13:15:00,91.20,85.83
2022-01-02 13:30:00,86.91,71.19
2022-01-02 13:45:00,93.97,79.07
2022-01-02 14:00:00,85.21,79.21
2022-01-02 14:15:00,86.91,77.10
2022-01-02 14:30:00,75.62,68.39
2022-01-02 14:45:00,80.01,71.41
2022-01-02 15:00:00,69.04,60.63
2022-01-02 15:15:00,63.75,56.49
2022-01-02 15:30:00,74.03,65.97
2022-01-02 15:45:00,50.15,45.91
2022-01-02 16:00:00,44.19,38.26
2022-01-02 16:15:00,43.54,39.06
2022-01-02 16:30:00,28.27,24.62
2022-01-02 16:45:00,15.96,13.45
2022-01-02 17:00:00,30.54,26.66
2022-01-02 17:15:00,21.98,21.96
2022-01-02 17:30:00,14.16,13.69
2022-01-02 17:45:00,8.40,7.59
2022-01-02 18:00:00,0.00,0.00
2022-01-02 18:15:00,0.00,0.00
2022-01-02 18:30:00,0.00,0.00
2022-01-02 18:45:00,0.00,0.00
2022-01-02 19:00:00,0.00,0.00
2022-01-02 19:15:00,0.00,0.00
2022-01-02 19:30:00,0.00,0.00
2022-01-02 19:45:00,0.00,0.00
2022-01-02 20:00:00,0.00,0.00
2022-01-02 20:15:00,0.00,0.00
2022-01-02 20:30:00,0.00,0.00
2022-01-02 20:45:00,0.00,0.00
2022-01-02 21:00:00,0.00,0.00
2022-01-02 21:15:00,0.00,0.00
2022-01-02 21:30:00,0.00,0.00
2022-01-02 21:45:00,0.00,0.00
2022-01-02 22:00:00,0.00,0.00
2022-01-02 22:15:00,0.00,0.00
2022-01-02 22:30:00,0.00,0.00
2022-01-02 22:45:00,0.00,0.00
2022-01-02 23:00:00,0.00,0.00
2022-01-02 23:15:00,0.00,0.00
2022-01-02 23:30:00,0.00,0.00
2022-01-02 23:45:00,0.00,0.00
2022-01-03 00:00:00,0.00,0.00
2022-01-03 00:15:00,0.00,0.00
2022-01-03 00:30:00,0.00,0.00
2022-01-03 00:45:00,0.00,0.00
2022-01-03 01:00:00,0.00,0.00
2022-01-03 01:15:00,0.00,0.00
2022-01-03 01:30:00,0.00,0.00
2022-01-03 01:45:00,0.00,0.00
2022-01-03 02:00:00,0.00,0.00
2022-01-03 02:15:00,0.00,0.00
2022-01-03 02:30:00,0.00,0.00
2022-01-03 02:45:00,0.00,0.00
2022-01-03 03:00:00,0.00,0.00
2022-01-03 03:15:00,0.00,0.00
2022-01-03 03:30:00,0.00,0.00
2022-01-03 03:45:00,0.00,0.00
2022-01-03 04:00:00,0.00,0.00
2022-01-03 04:15:00,0.00,0.00
2022-01-03 04:30:00,0.00,0.00
2022-01-03 04:45:00,0.00,0.00
2022-01-03 05:00:00,0.00,0.00
2022-01-03 05:15:00,0.00,0.00
2022-01-03 05:30:00,0.00,0.00
2022-01-03 05:45:00,0.00,0.00
2022-01-03 06:00:00,0.00,0.00
2022-01-03 06:15:00,3.38,0.25
2022-01-03 06:30:00,12.79,11.18
2022-01-03 06:45:00,14.86,12.95
2022-01-03 07:00:00,21.55,17.63
2022-01-03 07:15:00,31.55,26.63
2022-01-03 07:30:00,37.63,29.26
2022-01-03 07:45:00,44.76,42.09
2022-01-03 08:00:00,38.55,33.28
2022-01-03 08:15:00,53.40,50.67
2022-01-03 08:30:00,58.55,53.32
2022-01-03 08:45:00,74.02,64.87
2022-01-03 09:00:00,84.01,69.37
2022-01-03 09:15:00,79.20,69.23
2022-01-03 09:30:00,71.11,62.61
2022-01-03 09:45:00,85.84,78.24
2022-01-03 10:00:00,93.01,77.40
2022-01-03 10:15:00,89.28,74.71
2022-01-03 10:30:00,100.00,85.26
2022-01-03 10:45:00,100.00,88.81
2022-01-03 11:00:00,95.27,90.58
2022-01-03 11:15:00,95.50,84.34
2022-01-03 11:30:00,97.54,90.45
2022-01-03 11:45:00,97.19,82.33
2022-01-03 12:00:00,94.60,84.81
2022-01-03 12:15:00,94.21,86.54
2022-01-03 12:30:00,97.09,85.79
2022-01-03 12:45:00,91.45,77.13
2022-01-03 13:00:00,100.00,93.49
2022-01-03 13:15:00,88.86,73.38
2022-01-03 13:30:00,79.95,69.21
2022-01-03 13:45:00,98.50,85.14
2022-01-03 14:00:00,84.77,78.01
2022-01-03 14:15:00,73.03,61.83
2022-01-03 14:30:00,81.21,69.36
2022-01-03 14:45:00,68.51,57.27
2022-01-03 15:00:00,63.23,55.33
2022-01-03 15:15:00,63.15,52.97
2022-01-03 15:30:00,54.31,46.67
2022-01-03 15:45:00,63.03,53.51
2022-01-03 16:00:00,43.33,36.40
2022-01-03 16:15:00,49.64,44.48
2022-01-03 16:30:00,40.95,36.88
2022-01-03 16:45:00,31.97,28.05
2022-01-03 17:00:00,21.58,17.01
2022-01-03 17:15:00,15.13,14.42
2022-01-03 17:30:00,4.79,3.53
2022-01-03 17:45:00,7.66,7.69
2022-01-03 18:00:00,0.00,0.00
2022-01-03 18:15:00,0.00,0.00
2022-01-03 18:30:00,0.00,0.00
2022-01-03 18:45:00,0.00,0.00
2022-01-03 19:00:00,0.00,0.00
2022-01-03 19:15:00,0.00,0.00
2022-01-03 19:30:00,0.00,0.00
2022-01-03 19:45:00,0.00,0.00
2022-01-03 20:00:00,0.00,0.00
2022-01-03 20:15:00,0.00,0.00
2022-01-03 20:30:00,0.00,0.00
2022-01-03 20:45:00,0.00,0.00
2022-01-03 21:00:00,0.00,0.00
2022-01-03 21:15:00,0.00,0.00
2022-01-03 21:30:00,0.00,0.00
2022-01-03 21:45:00,0.00,0.00
2022-01-03 22:00:00,0.00,0.00
2022-01-03 22:15:00,0.00,0.00
2022-01-03 22:30:00,0.00,0.00
2022-01-03 22:45:00,0.00,0.00
2022-01-03 23:00:00,0.00,0.00
2022-01-03 23:15:00,0.00,0.00
2022-01-03 23:30:00,0.00,0.00
2022-01-03 23:45:00,0.00,0.00
2022-01-04 00:00:00,0.00,0.00
2022-01-04 00:15:00,0.00,0.00
2022-01-04 00:30:00,0.00,0.00
2022-01-04 00:45:00,0.00,0.00
2022-01-04 01:00:00,0.00,0.00
2022-01-04 01:15:00,0.00,0.00
2022-01-04 01:30:00,0.00,0.00
2022-01-04 01:45:00,0.00,0.00
2022-01-04 02:00:00,0.00,0.00
2022-01-04 02:15:00,0.00,0.00
2022-01-04 02:30:00,0.00,0.00
2022-01-04 02:45:00,0.00,0.00
2022-01-04 03:00:00,0.00,0.00
2022-01-04 03:15:00,0.00,0.00
2022-01-04 03:30:00,0.00,0.00
2022-01-04 03:45:00,0.00,0.00
2022-01-04 04:00:00,0.00,0.00
2022-01-04 04:15:00,0.00,0.00
2022-01-04 04:30:00,0.00,0.00
2022-01-04 04:45:00,0.00,0.00
2022-01-04 05:00:00,0.00,0.00
2022-01-04 05:15:00,0.00,0.00
2022-01-04 05:30:00,0.00,0.00
2022-01-04 05:45:00,0.00,0.00
2022-01-04 06:00:00,0.00,0.00
2022-01-04 06:15:00,4.03,3.52
2022-01-04 06:30:00,0.30,1.18
2022-01-04 06:45:00,21.42,19.25
2022-01-04 07:00:00,35.40,31.21
2022-01-04 07:15:00,39.14,36.64
2022-01-04 07:30:00,41.81,39.19
2022-01-04 07:45:00,41.42,35.41
2022-01-04 08:00:00,51.95,48.84
2022-01-04 08:15:00,51.49,41.94
2022-01-04 08:30:00,64.97,61.15
2022-01-04 08:45:00,50.35,44.04
2022-01-04 09:00:00,60.09,55.61
2022-01-04 09:15:00,63.04,57.57
2022-01-04 09:30:00,80.66,72.57
2022-01-04 09:45:00,82.16,74.85
2022-01-04 10:00:00,98.75,88.19
2022-01-04 10:15:00,97.88,81.61
2022-01-04 10:30:00,92.43,87.16
2022-01-04 10:45:00,93.30,80.25
2022-01-04 11:00:00,95.22,85.13
2022-01-04 11:15:00,99.04,89.25
2022-01-04 11:30:00,99.12,92.73
2022-01-04 11:45:00,100.00,95.59
2022-01-04 12:00:00,94.70,77.18
2022-01-04 12:15:00,100.00,91.46
2022-01-04 12:30:00,91.09,76.90
2022-01-04 12:45:00,92.20,83.39
2022-01-04 13:00:00,85.87,74.17
2022-01-04 13:15:00,98.70,92.18
2022-01-04 13:30:00,92.37,76.15
2022-01-04 13:45:00,91.92,74.11
2022-01-04 14:00:00,86.66,79.37
2022-01-04 14:15:00,86.58,81.15
2022-01-04 14:30:00,79.43,65.59
2022-01-04 14:45:00,68.01,62.74
2022-01-04 15:00:00,62.29,54.34
2022-01-04 15:15:00,61.47,56.13
2022-01-04 15:30:00,63.47,55.20
2022-01-04 15:45:00,61.60,57.28
2022-01-04 16:00:00,47.18,42.93
2022-01-04 16:15:00,54.42,48.21
2022-01-04 16:30:00,36.14,32.70
2022-01-04 16:45:00,27.53,23.46
2022-01-04 17:00:00,29.04,26.59
2022-01-04 17:15:00,26.49,23.78
2022-01-04 17:30:00,19.42,16.41
2022-01-04 17:45:00,0.83,0.64
2022-01-04 18:00:00,0.00,0.00
2022-01-04 18:15:00,0.00,0.00
2022-01-04 18:30:00,0.00,0.00
2022-01-04 18:45:00,0.00,0.00
2022-01-04 19:00:00,0.00,0.00
2022-01-04 19:15:00,0.00,0.00
2022-01-04 19:30:00,0.00,0.00
2022-01-04 19:45:00,0.00,0.00
2022-01-04 20:00:00,0.00,0.00
2022-01-04 20:15:00,0.00,0.00
2022-01-04 20:30:00,0.00,0.00
2022-01-04 20:45:00,0.00,0.00
2022-01-04 21:00:00,0.00,0.00
2022-01-04 21:15:00,0.00,0.00
2022-01-04 21:30:00,0.00,0.00
2022-01-04 21:45:00,0.00,0.00
2022-01-04 22:00:00,0.00,0.00
2022-01-04 22:15:00,0.00,0.00
2022-01-04 22:30:00,0.00,0.00
2022-01-04 22:45:00,0.00,0.00
2022-01-04 23:00:00,0.00,0.00
2022-01-04 23:15:00,0.00,0.00
2022-01-04 23:30:00,0.00,0.00
2022-01-04 23:45:00,0.00,0.00
2022-01-05 00:00:00,0.00,0.00
2022-01-05 00:15:00,0.00,0.00
2022-01-05 00:30:00,0.00,0.00
2022-01-05 00:45:00,0.00,0.00
2022-01-05 01:00:00,0.00,0.00
2022-01-05 01:15:00,0.00,0.00
2022-01-05 01:30:00,0.00,0.00
2022-01-05 01:45:00,0.00,0.00
2022-01-05 02:00:00,0.00,0.00
2022-01-05 02:15:00,0.00,0.00
2022-01-05 02:30:00,0.00,0.00
2022-01-05 02:45:00,0.00,0.00
2022-01-05 03:00:00,0.00,0.00
2022-01-05 03:15:00,0.00,0.00
2022-01-05 03:30:00,0.00,0.00
2022-01-05 03:45:00,0.00,0.00
2022-01-05 04:00:00,0.00,0.00
2022-01-05 04:15:00,0.00,0.00
2022-01-05 04:30:00,0.00,0.00
2022-01-05 04:45:00,0.00,0.00
2022-01-05 05:00:00,0.00,0.00
2022-01-05 05:15:00,0.00,0.00
2022-01-05 05:30:00,0.00,0.00
2022-01-05 05:45:00,0.00,0.00
2022-01-05 06:00:00,0.00,0.00
2022-01-05 06:15:00,19.52,15.73
2022-01-05 06:30:00,20.84,18.32
2022-01-05 06:45:00,30.55,26.09
2022-01-05 07:00:00,22.59,20.44
2022-01-05 07:15:00,24.51,18.65
2022-01-05 07:30:00,24.71,24.14
2022-01-05 07:45:00,59.29,52.41
2022-01-05 08:00:00,54.56,44.37
2022-01-05 08:15:00,61.37,54.17
2022-01-05 08:30:00,58.32,49.26
2022-01-05 08:45:00,68.40,59.37
2022-01-05 09:00:00,68.93,63.51
2022-01-05 09:15:00,75.20,64.77
2022-01-05 09:30:00,67.22,57.74
2022-01-05 09:45:00,79.15,68.25
2022-01-05 10:00:00,87.99,77.36
2022-01-05 10:15:00,96.83,81.86
2022-01-05 10:30:00,90.12,77.98
2022-01-05 10:45:00,98.69,79.95
2022-01-05 11:00:00,100.00,81.67
2022-01-05 11:15:00,93.97,79.54
2022-01-05 11:30:00,100.00,91.36
2022-01-05 11:45:00,91.18,83.77
2022-01-05 12:00:00,93.26,76.82
2022-01-05 12:15:00,100.00,83.39
2022-01-05 12:30:00,86.23,75.19
2022-01-05 12:45:00,100.00,90.34
2022-01-05 13:00:00,90.16,74.83
2022-01-05 13:15:00,92.25,79.23
2022-01-05 13:30:00,81.41,68.92
2022-01-05 13:45:00,93.52,82.97
2022-01-05 14:00:00,90.32,76.56
2022-01-05 14:15:00,81.33,68.16
2022-01-05 14:30:00,86.94,75.21
2022-01-05 14:45:00,79.25,67.32
2022-01-05 15:00:00,75.63,64.57
2022-01-05 15:15:00,56.99,54.45
2022-01-05 15:30:00,57.58,50.91
2022-01-05 15:45:00,52.37,47.07
2022-01-05 16:00:00,32.88,29.84
2022-01-05 16:15:00,59.69,48.75
2022-01-05 16:30:00,44.83,40.73
2022-01-05 16:45:00,18.81,17.14
2022-01-05 17:00:00,38.72,39.51
2022-01-05 17:15:00,17.32,15.85
2022-01-05 17:30:00,12.74,10.96
2022-01-05 17:45:00,12.17,11.18
2022-01-05 18:00:00,0.00,0.00
2022-01-05 18:15:00,0.00,0.00
2022-01-05 18:30:00,0.00,0.00
2022-01-05 18:45:00,0.00,0.00
2022-01-05 19:00:00,0.00,0.00
2022-01-05 19:15:00,0.00,0.00
2022-01-05 19:30:00,0.00,0.00
2022-01-05 19:45:00,0.00,0.00
2022-01-05 20:00:00,0.00,0.00
2022-01-05 20:15:00,0.00,0.00
2022-01-05 20:30:00,0.00,0.00
2022-01-05 20:45:00,0.00,0.00
2022-01-05 21:00:00,0.00,0.00
2022-01-05 21:15:00,0.00,0.00
2022-01-05 21:30:00,0.00,0.00
2022-01-05 21:45:00,0.00,0.00
2022-01-05 22:00:00,0.00,0.00
2022-01-05 22:15:00,0.00,0.00
2022-01-05 22:30:00,0.00,0.00
2022-01-05 22:45:00,0.00,0.00
2022-01-05 23:00:00,0.00,0.00
2022-01-05 23:15:00,0.00,0.00
2022-01-05 23:30:00,0.00,0.00
2022-01-05 23:45:00,0.00,0.00
2022-01-06 00:00:00,0.00,0.00
2022-01-06 00:15:00,0.00,0.00
2022-01-06 00:30:00,0.00,0.00
2022-01-06 00:45:00,0.00,0.00
2022-01-06 01:00:00,0.00,0.00
2022-01-06 01:15:00,0.00,0.00
2022-01-06 01:30:00,0.00,0.00
2022-01-06 01:45:00,0.00,0.00
2022-01-06 02:00:00,0.00,0.00
2022-01-06 02:15:00,0.00,0.00
2022-01-06 02:30:00,0.00,0.00
2022-01-06 02:45:00,0.00,0.00
2022-01-06 03:00:00,0.00,0.00
2022-01-06 03:15:00,0.00,0.00
2022-01-06 03:30:00,0.00,0.00
2022-01-06 03:45:00,0.00,0.00
2022-01-06 04:00:00,0.00,0.00
2022-01-06 04:15:00,0.00,0.00
2022-01-06 04:30:00,0.00,0.00
2022-01-06 04:45:00,0.00,0.00
2022-01-06 05:00:00,0.00,0.00
2022-01-06 05:15:00,0.00,0.00
2022-01-06 05:30:00,0.00,0.00
2022-01-06 05:45:00,0.00,0.00
2022-01-06 06:00:00,0.00,0.00
2022-01-06 06:15:00,4.15,4.09
2022-01-06 06:30:00,6.51,5.09
2022-01-06 06:45:00,13.83,12.59
2022-01-06 07:00:00,29.57,26.92
2022-01-06 07:15:00,33.58,29.45
2022-01-06 07:30:00,43.41,36.04
2022-01-06 07:45:00,42.36,38.86
2022-01-06 08:00:00,51.80,49.68
2022-01-06 08:15:00,62.04,53.19
2022-01-06 08:30:00,66.34,57.97
2022-01-06 08:45:00,70.48,63.27
2022-01-06 09:00:00,62.33,57.31
2022-01-06 09:15:00,73.50,66.14
2022-01-06 09:30:00,74.08,66.71
2022-01-06 09:45:00,84.98,75.42
2022-01-06 10:00:00,75.69,66.59
2022-01-06 10:15:00,88.95,75.59
2022-01-06 10:30:00,99.10,86.45
2022-01-06 10:45:00,94.67,85.21
2022-01-06 11:00:00,93.56,85.11
2022-01-06 11:15:00,100.00,95.14
2022-01-06 11:30:00,100.00,88.23
2022-01-06 11:45:00,98.56,83.84
2022-01-06 12:00:00,94.13,86.95
2022-01-06 12:15:00,100.00,95.54
2022-01-06 12:30:00,100.00,88.97
2022-01-06 12:45:00,94.02,80.62
2022-01-06 13:00:00,99.62,93.32
2022-01-06 13:15:00,99.70,89.11
2022-01-06 13:30:00,86.03,78.65
2022-01-06 13:45:00,84.06,70.12
2022-01-06 14:00:00,96.76,85.30
2022-01-06 14:15:00,80.22,71.35
2022-01-06 14:30:00,76.77,65.78
2022-01-06 14:45:00,81.73,78.65
2022-01-06 15:00:00,63.89,58.95
2022-01-06 15:15:00,66.52,59.97
2022-01-06 15:30:00,51.96,46.70
2022-01-06 15:45:00,40.13,34.51
2022-01-06 16:00:00,52.17,48.42
2022-01-06 16:15:00,38.86,35.58
2022-01-06 16:30:00,48.11,42.19
2022-01-06 16:45:00,32.09,27.70
2022-01-06 17:00:00,30.78,26.30
2022-01-06 17:15:00,36.84,30.53
2022-01-06 17:30:00,19.06,19.18
2022-01-06 17:45:00,18.43,15.24
2022-01-06 18:00:00,0.00,0.00
2022-01-06 18:15:00,0.00,0.00
2022-01-06 18:30:00,0.00,0.00
2022-01-06 18:45:00,0.00,0.00
2022-01-06 19:00:00,0.00,0.00
2022-01-06 19:15:00,0.00,0.00
2022-01-06 19:30:00,0.00,0.00
2022-01-06 19:45:00,0.00,0.00
2022-01-06 20:00:00,0.00,0.00
2022-01-06 20:15:00,0.00,0.00
2022-01-06 20:30:00,0.00,0.00
2022-01-06 20:45:00,0.00,0.00
2022-01-06 21:00:00,0.00,0.00
2022-01-06 21:15:00,0.00,0.00
2022-01-06 21:30:00,0.00,0.00
2022-01-06 21:45:00,0.00,0.00
2022-01-06 22:00:00,0.00,0.00
2022-01-06 22:15:00,0.00,0.00
2022-01-06 22:30:00,0.00,0.00
2022-01-06 22:45:00,0.00,0.00
2022-01-06 23:00:00,0.00,0.00
2022-01-06 23:15:00,0.00,0.00
2022-01-06 23:30:00,0.00,0.00
2022-01-06 23:45:00,0.00,0.00
2022-01-07 00:00:00,0.00,0.00
2022-01-07 00:15:00,0.00,0.00
2022-01-07 00:30:00,0.00,0.00
2022-01-07 00:45:00,0.00,0.00
2022-01-07 01:00:00,0.00,0.00
2022-01-07 01:15:00,0.00,0.00
2022-01-07 01:30:00,0.00,0.00
2022-01-07 01:45:00,0.00,0.00
2022-01-07 02:00:00,0.00,0.00
2022-01-07 02:15:00,0.00,0.00
2022-01-07 02:30:00,0.00,0.00
2022-01-07 02:45:00,0.00,0.00
2022-01-07 03:00:00,0.00,0.00
2022-01-07 03:15:00,0.00,0.00
2022-01-07 03:30:00,0.00,0.00
2022-01-07 03:45:00,0.00,0.00
2022-01-07 04:00:00,0.00,0.00
2022-01-07 04:15:00,0.00,0.00
2022-01-07 04:30:00,0.00,0.00
2022-01-07 04:45:00,0.00,0.00
2022-01-07 05:00:00,0.00,0.00
2022-01-07 05:15:00,0.00,0.00
2022-01-07 05:30:00,0.00,0.00
2022-01-07 05:45:00,0.00,0.00
2022-01-07 06:00:00,0.00,0.00
2022-01-07 06:15:00,7.42,6.82
2022-01-07 06:30:00,0.00,0.00
2022-01-07 06:45:00,8.69,8.11
2022-01-07 07:00:00,24.87,24.32
2022-01-07 07:15:00,28.39,25.07
2022-01-07 07:30:00,41.38,36.63
2022-01-07 07:45:00,54.81,48.33
2022-01-07 08:00:00,44.53,39.67
2022-01-07 08:15:00,57.81,51.60
2022-01-07 08:30:00,63.23,55.16
2022-01-07 08:45:00,70.76,64.52
2022-01-07 09:00:00,65.95,57.20
2022-01-07 09:15:00,64.27,55.15
2022-01-07 09:30:00,74.82,69.75
2022-01-07 09:45:00,86.66,76.95
2022-01-07 10:00:00,79.51,67.29
2022-01-07 10:15:00,90.27,78.93
2022-01-07 10:30:00,83.99,76.03
2022-01-07 10:45:00,100.00,84.75
2022-01-07 11:00:00,100.00,94.91
2022-01-07 11:15:00,98.38,82.20
2022-01-07 11:30:00,92.49,87.00
2022-01-07 11:45:00,100.00,91.03
2022-01-07 12:00:00,100.00,91.26
2022-01-07 12:15:00,95.88,85.96
2022-01-07 12:30:00,100.00,91.32
2022-01-07 12:45:00,100.00,86.90
2022-01-07 13:00:00,98.29,92.56
2022-01-07 13:15:00,89.22,74.30
2022-01-07 13:30:00,99.87,81.10
2022-01-07 13:45:00,79.52,71.13
2022-01-07 14:00:00,91.28,75.76
2022-01-07 14:15:00,83.71,74.30
2022-01-07 14:30:00,82.27,69.59
2022-01-07 14:45:00,83.44,68.24
2022-01-07 15:00:00,73.97,63.24
2022-01-07 15:15:00,66.46,60.52
2022-01-07 15:30:00,56.33,50.71
2022-01-07 15:45:00,55.18,47.95
2022-01-07 16:00:00,54.42,49.99
2022-01-07 16:15:00,54.45,47.43
2022-01-07 16:30:00,45.89,44.29
2022-01-07 16:45:00,31.33,28.63
2022-01-07 17:00:00,21.56,16.94
2022-01-07 17:15:00,29.03,25.24
2022-01-07 17:30:00,16.20,14.48
2022-01-07 17:45:00,17.77,17.19
2022-01-07 18:00:00,8.40,6.95
2022-01-07 18:15:00,0.00,0.00
2022-01-07 18:30:00,0.00,0.00
2022-01-07 18:45:00,0.00,0.00
2022-01-07 19:00:00,0.00,0.00
2022-01-07 19:15:00,0.00,0.00
2022-01-07 19:30:00,0.00,0.00
2022-01-07 19:45:00,0.00,0.00
2022-01-07 20:00:00,0.00,0.00
2022-01-07 20:15:00,0.00,0.00
2022-01-07 20:30:00,0.00,0.00
2022-01-07 20:45:00,0.00,0.00
2022-01-07 21:00:00,0.00,0.00
2022-01-07 21:15:00,0.00,0.00
2022-01-07 21:30:00,0.00,0.00
2022-01-07 21:45:00,0.00,0.00
